"ID","EngDispl","NumCyl","Transmission","FE","AirAspirationMethod","NumGears","TransLockup","TransCreeperGear","DriveDesc","IntakeValvePerCyl","ExhaustValvesPerCyl","CarlineClassDesc","VarValveTiming","VarValveLift","ModelYear"
1031,2.5,4,"M5",37.5899,"NaturallyAspirated",5,0,0,"AllWheelDrive",2,2,"SmallStationWagons",0,1,2011
1032,4.8,8,"A6",22.8,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"VansPassengerType",1,0,2011
1033,3,6,"M6",35.8,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2010
1034,2.5,5,"S6",40.0169,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1035,3.5,6,"S7",29.7734,"NaturallyAspirated",7,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1036,3.5,6,"S6",35,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1037,3.5,6,"A6",36.4,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
1038,3.7,6,"M6",34.7305,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,1,2010
1039,2.5,4,"M6",31.3669,"Turbocharged",6,0,0,"AllWheelDrive",2,2,"CompactCars",1,0,2011
1040,1.4,4,"S6",54.05,"Turbocharged",6,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2011
1041,2.5,5,"S6",40.2409,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1042,2,4,"M6",41.1132,"Turbocharged",6,0,0,"AllWheelDrive",2,2,"CompactCars",0,0,2010
1043,3.5,6,"A6",34.2,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",0,0,2010
1044,3.7,5,"M5",25.2,"NaturallyAspirated",5,0,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,0,2010
1045,2.5,4,"M6",43.8,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
1046,6,8,"AV",30.2999,"NaturallyAspirated",1,0,0,"FourWheelDrive",1,1,"StandardPickupTrucks4WD",1,0,2010
1047,4,6,"A5",30.9375,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
1048,3.5,6,"A6",34.2,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",0,0,2010
1049,2.5,6,"S7",37.98,"NaturallyAspirated",7,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2011
1050,3.2,6,"S6",30.7,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
1051,3.2,6,"A5",33.7628,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
1052,2.5,4,"A6",36.0307,"NaturallyAspirated",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1053,2,4,"S6",60.1,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",0,0,2010
1054,2.4,4,"A4",40.2,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
1055,2.4,4,"S5",42.6,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1056,5.6,8,"A5",24.9477,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
1057,1.6,4,"A4",47.9,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1058,2,4,"S5",37.1,"Turbocharged",5,1,0,"AllWheelDrive",2,2,"CompactCars",0,0,2010
1059,2.7,6,"A4",35.7,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",2,2,"LargeCars",0,0,2010
1060,3.7,5,"A4",31.6,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",0,0,2010
1061,5,8,"S6",24.5722,"Supercharged",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1062,4.2,8,"AM6",26.7678,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"2Seaters",1,0,2011
1063,2.5,5,"M5",39.5714,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
1064,2.4,4,"S5",42.3,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1065,3.6,6,"A6",33,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
1066,2,4,"A5",50.9,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1067,2.2,4,"M5",51.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
1068,1.4,4,"A6",48.3,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MinicompactCars",1,1,2012
1069,4.4,8,"S8",30.562,"Turbocharged",8,1,0,"AllWheelDrive",2,2,"LargeCars",1,0,2010
1070,3.5,6,"A6",37.6,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",0,0,2010
1071,4.5,8,"S5",29.6,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,0,2010
1072,5.3,8,"A6",29.0205,"NaturallyAspirated",6,1,0,"FourWheelDrive",1,1,"StandardPickupTrucks4WD",1,0,2010
1073,6.2,8,"A6",24.2,"NaturallyAspirated",6,1,0,"AllWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2011
1074,1.5,4,"M5",49.6,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2011
1075,3,6,"M6",35.7081,"Turbocharged",6,0,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2010
1076,3.7,6,"A4",30.5,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",0,0,2010
1077,3.5,6,"A5",30.5,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
1078,3.4,6,"M6",36.7299,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,1,2010
1079,1.4,4,"M5",53.676,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"MinicompactCars",1,1,2012
1080,4.7,8,"A5",25.6,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",0,0,2010
1081,3.8,6,"A5",32.4,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleminivan2WD",1,0,2010
1082,2,4,"M5",40.2397,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
1083,3.8,6,"A4",26.5632,"NaturallyAspirated",4,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",0,0,2010
1084,4.2,8,"M6",26.8,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"2Seaters",1,0,2010
1085,5.5,12,"A5",23.9,"Turbocharged",5,1,0,"TwoWheelDriveRear",2,1,"CompactCars",1,0,2010
1086,2.5,5,"S6",42.4888,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2011
1087,2.3,4,"S5",31.9,"Turbocharged",5,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
1088,2.5,5,"S5",40.6,"Turbocharged",5,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1089,3.6,6,"S6",35.6,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1090,1.5,4,"A4",46.5,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2011
1091,2,4,"M5",42.8,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
1092,3,6,"S6",38.1696,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,1,2010
1093,6,8,"AV",30.5,"NaturallyAspirated",1,0,0,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",1,0,2010
1094,4.8,8,"A7",32.0263,"Turbocharged",7,1,0,"AllWheelDrive",2,2,"LargeCars",1,1,2010
1095,5.3,8,"A6",29,"NaturallyAspirated",6,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2011
1096,4.4,8,"M6",31.1757,"Turbocharged",6,0,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2012
1097,4.5,8,"S5",27.2,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"LargeCars",1,0,2010
1098,3,6,"M6",38.7896,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,1,2010
1099,4.8,8,"S6",31.3747,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,1,2010
1100,6.3,8,"A7",24.8202,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2010
1101,3,6,"A7",34.4,"Turbocharged",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1102,4,6,"A6",35.2,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleminivan2WD",0,0,2010
1103,2.5,4,"M5",34.4341,"Turbocharged",5,0,0,"AllWheelDrive",2,2,"CompactCars",1,0,2011
1104,6.7,12,"S6",24.2,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,0,2010
1105,5.7,8,"A5",34.5,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",1,1,"LargeCars",1,0,2011
1106,6,12,"S6",23.2715,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
1107,4,6,"A5",27.234,"NaturallyAspirated",5,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1108,3,6,"S6",34.7818,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,1,2010
1109,2.4,4,"M5",38.7,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2011
1110,3.7,5,"A4",29.7999,"NaturallyAspirated",4,1,0,"FourWheelDrive",2,2,"SmallPickupTrucks4WD",0,0,2010
1111,2.5,4,"S6",45.0566,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
1112,2.5,4,"M5",34.1435,"Turbocharged",5,0,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2010
1113,2,4,"AM6",34.9,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"CompactCars",1,0,2010
1114,3.7,6,"S7",35.162,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"MidsizeCars",1,1,2010
1115,6.2,8,"A6",28.4,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
1116,2.4,4,"A6",43.2286,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
1117,3,6,"A6",34.8,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
1118,4,6,"S5",29.9,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
1119,2.4,4,"M5",40.1,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
1120,2.5,4,"M5",34.4341,"Turbocharged",5,0,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2011
1121,3.3,6,"AV",34.9989,"NaturallyAspirated",1,0,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1122,5.7,12,"M6",21.3,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2010
1123,4,6,"A5",27.8,"NaturallyAspirated",5,1,1,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",0,0,2010
1124,5,10,"S7",24.0505,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
1125,3.6,6,"S5",34.2708,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"MidsizeCars",0,1,2010
1126,5.7,8,"A5",25.6,"NaturallyAspirated",5,1,0,"FourWheelDrive",1,1,"StandardPickupTrucks4WD",1,0,2011
1127,3.4,6,"A7",41.347,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,1,2012
1128,3.5,6,"A6",34.7,"Turbocharged",6,1,1,"AllWheelDrive",2,2,"LargeCars",1,0,2010
1129,1.6,4,"M5",48.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
1130,4.6,8,"A6",26.6622,"NaturallyAspirated",6,1,1,"FourWheelDrive",2,1,"SpecialPurposeVehicleSUV4WD",0,0,2010
1131,2.5,4,"M6",44.2,"NaturallyAspirated",6,0,1,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
1132,1.8,4,"A5",58.0544,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,1,2012
1133,2.4,4,"M5",31.3,"NaturallyAspirated",5,0,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
1134,6.2,8,"A6",28.4,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
1135,6.4,8,"A5",24.2,"NaturallyAspirated",5,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",0,0,2012
1136,2.5,4,"S5",41.6642,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
1137,1.8,4,"A7",43.7543,"Turbocharged",7,1,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2012
1138,6,8,"A6",21.4734,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"VansCargoTypes",1,0,2011
1139,2.5,4,"AV",40.1077,"NaturallyAspirated",1,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,1,2011
1140,3.3,6,"A5",36.2,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"LargeCars",1,0,2010
1141,3.6,6,"M6",34.8754,"NaturallyAspirated",6,0,0,"FourWheelDrive",2,2,"MinicompactCars",1,1,2010
1142,3.8,6,"A6",31.9,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",1,1,"SpecialPurposeVehicleminivan2WD",0,0,2010
1143,3.5,6,"A7",27.3,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1144,2.4,4,"AV",34.7,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
1145,2.4,4,"A6",40.3,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2011
1146,1.6,4,"M5",50.8205,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1147,3.7,5,"A4",25.1,"NaturallyAspirated",4,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,0,2010
1148,2.4,4,"AV",35.3,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
1149,5.3,8,"A4",26.6,"NaturallyAspirated",4,1,0,"FourWheelDrive",1,1,"SmallPickupTrucks4WD",1,0,2010
1150,3.7,6,"A4",28.1,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",0,0,2011
1151,3.6,6,"S6",37.2,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
1152,5,8,"S6",30.8503,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2011
1153,3.6,6,"A7",36.4395,"NaturallyAspirated",7,0,0,"FourWheelDrive",2,2,"MinicompactCars",1,1,2010
1154,2.4,4,"AV",44.0818,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1155,2.5,4,"M6",37.137,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,1,2011
1156,3.5,6,"M6",35.5,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,1,2010
1157,3,6,"A7",34.4,"Turbocharged",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2011
